@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

AD,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0.001,0,0,0,0,884,81961,81136,100,100,?
AD,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,286,283,178,105,0,62.897527,37.102473,0,0,0.467756,0.483095,100,100,269.275737,269.275737,0,0.951504,0.951504,0,0,0,0,1,178,1,105,0,0,0,0,0.628975,1,0.772234,?,0.5,0.628975,0.628975,0.628975,0.371025,0.371025,?,0.628975,?,?,0.5,0.533269,?,0.628975,0,0,0,0,0,0,884,81961,81136,100,100,?
BCD,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0.003,0,0,0,0,0,884,121019,42080,100,100,?
BCD,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0,0,0,0,0,884,121019,42080,100,100,?
BCD,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0.001,0,0,0,0,884,121019,42080,100,100,?
BCD,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0,0,0,0,0,884,121019,42080,100,100,?
BCD,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0.001,0,0,0,0,0,884,121019,42080,100,100,?
BCD,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0.002,0,0,0,0,884,121019,42080,100,100,?
BCD,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0,0,0.01,0,10,884,121019,42080,100,100,?
BCD,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0,0,0,0,0,0,884,121019,42080,100,100,?
BCD,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0.001,0,0,0,0,0,884,121019,42080,100,100,?
BCD,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20181121.1246,427,142,88,54,0,61.971831,38.028169,0,0,0.469024,0.485552,100,100,136.110953,136.110953,0,0.958528,0.958528,0,0,0,0,1,88,1,54,0,0,0,0,0.619718,1,0.765217,?,0.5,0.619718,0.619718,0.619718,0.380282,0.380282,?,0.619718,?,?,0.5,0.528665,?,0.619718,0.001,0,0,0,0,0,884,121019,42080,100,100,?
